Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
29.7,69.66,9.034,,,,
29.733333,70.11,9.032,,,,
29.766667,69.95,9.034,,,,
29.8,69.85,9.034,,,,
29.833333,69.73,9.032,,,,
29.866667,70.2,9.033,,,,
29.9,69.96,9.031,,,,
29.933333,69.96,9.031,,,,
29.966667,69.48,9.03,,,,
30,70.17,9.031,,,,
30.033333,70.05,9.03,,,,
30.066667,69.91,9.027,,,,
30.1,70.04,9.03,,,,
30.133333,69.88,9.028,,,,
30.166667,70.1,9.027,,,,
30.2,69.94,9.024,,,,
30.233333,69.97,9.025,,,,
30.266667,69.89,9.024,,,,
30.3,70.01,9.024,,,,
30.333333,69.91,9.023,,,,
30.366667,69.75,9.023,,,,
30.4,70.1,9.024,,,,
30.433333,69.67,9.021,,,,
30.466667,69.66,9.021,,,,
30.5,69.83,9.019,,,,
30.533333,69.91,9.022,,,,
30.566667,69.71,9.021,,,,
30.6,70.01,9.02,,,,
30.633333,69.87,9.021,,,,
30.666667,69.84,9.018,,,,
30.7,69.75,9.02,,,,
30.733333,69.88,9.018,,,,
30.766667,70.23,9.019,,,,
30.8,69.79,9.018,,,,
30.833333,69.8,9.015,,,,
30.866667,69.64,9.017,,,,
30.9,69.94,9.016,,,,
30.933333,69.62,9.015,,,,
30.966667,69.66,9.014,,,,
31,70.07,9.014,,,,
31.033333,69.88,9.016,,,,
31.066667,69.8,9.018,,,,
31.1,69.75,9.012,,,,
31.133333,70.02,9.014,,,,
31.166667,69.78,9.013,,,,
31.2,69.83,9.012,,,,
31.233333,69.76,9.013,,,,
31.266667,70.04,9.011,,,,
31.3,69.84,9.01,,,,
31.333333,69.82,9.012,,,,
31.366667,69.95,9.01,,,,
31.4,69.84,9.011,,,,
31.433333,69.61,9.009,,,,
31.466667,69.62,9.007,,,,
31.5,69.67,9.008,,,,
31.533333,70.12,9.008,,,,
31.566667,70.22,9.008,,,,
31.6,70.26,9.009,,,,
31.633333,70.06,9.009,,,,
31.666667,69.9,9.006,,,,
31.7,69.86,9.008,,,,
31.733333,70.08,9.006,,,,
31.766667,70.07,9.003,,,,
31.8,69.95,9.007,,,,
31.833333,70.19,9.006,,,,
31.866667,70.18,9.006,,,,
31.9,70.04,9.002,,,,
31.933333,70.1,9.003,,,,
31.966667,69.93,9.001,,,,
32,69.9,9.001,,,,
32.033333,69.89,9.002,,,,
32.066667,69.76,9,,,,
32.1,69.86,9.001,,,,
32.133333,69.71,8.998,,,,
32.166667,69.99,8.999,,,,
32.2,69.76,8.998,,,,
32.233333,70.17,8.999,,,,
32.266667,69.81,8.995,,,,
32.3,70.01,8.998,,,,
32.333333,70.06,8.997,,,,
32.366667,70.04,8.996,,,,
32.4,70.02,8.992,,,,
32.433333,70.08,8.996,,,,
32.466667,70.1,8.993,,,,
32.5,70.23,8.995,,,,
32.533333,69.5,8.991,,,,
32.566667,69.96,8.994,,,,
32.6,69.87,8.991,,,,
32.633333,69.98,8.992,,,,
32.666667,69.97,8.991,,,,
32.7,70.13,8.992,,,,
32.733333,69.79,8.99,,,,
32.766667,69.98,8.989,,,,
32.8,69.94,8.989,,,,
32.833333,70.06,8.989,,,,
32.866667,70.35,8.99,,,,
32.9,70.2,8.99,,,,
32.933333,69.92,8.987,,,,
32.966667,70.06,8.989,,,,
33,70.01,8.988,,,,
33.033333,70.2,8.985,,,,
33.066667,69.74,8.986,,,,
33.1,69.36,8.982,,,,
33.133333,70.13,8.987,,,,
33.166667,69.85,8.985,,,,
33.2,70.1,8.984,,,,
33.233333,69.99,8.982,,,,
33.266667,70.05,8.985,,,,
33.3,69.94,8.982,,,,
33.333333,69.75,8.982,,,,
33.366667,69.86,8.981,,,,
33.4,70.11,8.981,,,,
33.433333,69.89,8.98,,,,
33.466667,69.79,8.98,,,,
33.5,69.84,8.98,,,,
33.533333,69.66,8.979,,,,
33.566667,69.86,8.98,,,,
33.6,70.03,8.978,,,,
33.633333,69.17,8.971,,,,
33.666667,69.76,8.976,,,,
33.7,69.7,8.975,,,,
33.733333,69.69,8.976,,,,
33.766667,70.04,8.975,,,,
33.8,69.96,8.973,,,,
33.833333,69.67,8.973,,,,
33.866667,69.73,8.974,,,,
33.9,69.48,8.971,,,,
33.933333,69.96,8.973,,,,
33.966667,69.7,8.972,,,,
34,69.78,8.971,,,,
34.033333,69.97,8.973,,,,
34.066667,69.69,8.971,,,,
34.1,70.16,8.971,,,,
34.133333,70.02,8.97,,,,
34.166667,69.88,8.97,,,,
34.2,70.13,8.97,,,,
34.233333,70.01,8.969,,,,
34.266667,69.55,8.966,,,,
34.3,70.14,8.968,,,,
34.333333,69.46,8.966,,,,
34.366667,69.96,8.967,,,,
34.4,69.5,8.966,,,,
34.433333,69.86,8.964,,,,
34.466667,69.93,8.966,,,,
34.5,69.81,8.963,,,,
34.533333,69.77,8.964,,,,
34.566667,69.84,8.963,,,,
34.6,69.74,8.962,,,,
34.633333,69.56,8.962,,,,
34.666667,69.89,8.961,,,,
34.7,69.94,8.96,,,,
34.733333,70.13,8.961,,,,
34.766667,69.69,8.957,,,,
34.8,69.75,8.958,,,,
34.833333,69.72,8.957,,,,
34.866667,70.09,8.96,,,,
34.9,70,8.959,,,,
34.933333,69.89,8.958,,,,
34.966667,70,8.958,,,,
35,69.71,8.957,,,,
35.033333,69.97,8.959,,,,
35.066667,69.81,8.956,,,,
35.1,70.03,8.956,,,,
35.133333,69.99,8.954,,,,
35.166667,69.65,8.953,,,,
35.2,69.55,8.952,,,,
35.233333,69.97,8.952,,,,
35.266667,69.89,8.952,,,,
35.3,69.8,8.951,,,,
35.333333,69.89,8.951,,,,
35.366667,69.85,8.951,,,,
35.4,69.96,8.949,,,,
35.433333,69.55,8.947,,,,
35.466667,69.89,8.947,,,,
35.5,69.83,8.946,,,,
35.533333,70.1,8.948,,,,
35.566667,70.14,8.947,,,,
35.6,70.15,8.948,,,,
35.633333,69.63,8.946,,,,
35.666667,69.99,8.946,,,,
35.7,69.98,8.947,,,,
35.733333,70.39,8.946,,,,
35.766667,70.08,8.943,,,,
35.8,69.93,8.944,,,,
35.833333,70.16,8.945,,,,
35.866667,70.16,8.944,,,,
35.9,69.85,8.942,,,,
35.933333,69.87,8.942,,,,
35.966667,70,8.942,,,,
36,70.18,8.943,,,,
36.033333,70.09,8.94,,,,
36.066667,69.91,8.939,,,,
36.1,70.16,8.937,,,,
36.133333,69.83,8.938,,,,
36.166667,70.07,8.942,,,,
36.2,70.21,8.941,,,,
36.233333,70.14,8.938,,,,
36.266667,69.86,8.935,,,,
36.3,70.24,8.939,,,,
36.333333,70.1,8.935,,,,
36.366667,69.73,8.935,,,,
36.4,69.9,8.933,,,,
36.433333,69.95,8.935,,,,
36.466667,70.05,8.935,,,,
36.5,70.15,8.933,,,,
36.533333,69.81,8.932,,,,
36.566667,69.96,8.933,,,,
36.6,70.17,8.933,,,,
36.633333,70.19,8.932,,,,
36.666667,69.77,8.93,,,,
36.7,69.83,8.93,,,,
36.733333,70.17,8.932,,,,
36.766667,69.98,8.93,,,,
36.8,69.72,8.929,,,,
36.833333,69.98,8.928,,,,
36.866667,69.79,8.926,,,,
36.9,69.75,8.927,,,,
36.933333,69.83,8.926,,,,
36.966667,70.06,8.927,,,,
37,69.88,8.925,,,,
37.033333,69.84,8.924,,,,
37.066667,70.05,8.925,,,,
37.1,69.9,8.923,,,,
37.133333,70.22,8.924,,,,
37.166667,69.85,8.921,,,,
37.2,69.89,8.921,,,,
37.233333,69.8,8.92,,,,
37.266667,70.08,8.92,,,,
37.3,69.89,8.919,,,,
37.333333,69.96,8.92,,,,
37.366667,69.72,8.917,,,,
37.4,70.42,8.919,,,,
37.433333,70.1,8.917,,,,
37.466667,70.37,8.918,,,,
37.5,69.91,8.914,,,,
37.533333,69.68,8.915,,,,
37.566667,69.82,8.915,,,,
37.6,70.38,8.916,,,,
37.633333,70.17,8.915,,,,
37.666667,69.97,8.912,,,,
37.7,69.95,8.914,,,,
37.733333,70,8.912,,,,
37.766667,70.21,8.915,,,,
37.8,70.15,8.913,,,,
37.833333,70.14,8.912,,,,
37.866667,69.96,8.911,,,,
37.9,69.87,8.911,,,,
37.933333,69.83,8.911,,,,
37.966667,70.07,8.911,,,,
38,69.56,8.907,,,,
38.033333,70.16,8.907,,,,
38.066667,69.81,8.908,,,,
38.1,69.94,8.908,,,,
38.133333,69.81,8.907,,,,
38.166667,69.84,8.906,,,,
38.2,70.12,8.907,,,,
38.233333,69.78,8.903,,,,
38.266667,70.17,8.906,,,,
38.3,70.01,8.905,,,,
38.333333,69.86,8.904,,,,
38.366667,69.78,8.902,,,,
38.4,70.03,8.903,,,,
38.433333,69.88,8.901,,,,
38.466667,70,8.901,,,,
38.5,70.06,8.903,,,,
38.533333,69.97,8.9,,,,
38.566667,70.04,8.901,,,,
38.6,69.8,8.9,,,,
38.633333,69.97,8.9,,,,
38.666667,69.84,8.898,,,,
38.7,70.17,8.899,,,,
38.733333,70.17,8.898,,,,
38.766667,70.22,8.898,,,,
38.8,70.41,8.9,,,,
38.833333,70.09,8.897,,,,
38.866667,70.3,8.899,,,,
38.9,70.17,8.897,,,,
38.933333,70.14,8.896,,,,
38.966667,69.97,8.892,,,,
39,70.01,8.895,,,,
39.033333,70.13,8.893,,,,
39.066667,69.97,8.893,,,,
39.1,69.95,8.893,,,,
39.133333,69.83,8.892,,,,
39.166667,69.92,8.892,,,,
39.2,70.04,8.892,,,,
39.233333,70.07,8.891,,,,
39.266667,69.73,8.891,,,,
39.3,69.65,8.889,,,,
39.333333,70.06,8.891,,,,
39.366667,70.03,8.889,,,,
39.4,69.8,8.885,,,,
39.433333,69.94,8.887,,,,
39.466667,69.58,8.884,,,,
39.5,69.83,8.885,,,,
39.533333,70.22,8.887,,,,
39.566667,69.68,8.883,,,,
39.6,70.08,8.883,,,,
39.633333,70.2,8.885,,,,
39.666667,69.99,8.883,,,,
39.7,69.62,8.88,,,,
39.733333,70.01,8.883,,,,
39.766667,69.98,8.882,,,,
39.8,70.17,8.882,,,,
39.833333,69.99,8.881,,,,
39.866667,70.18,8.882,,,,
39.9,70.17,8.879,,,,
39.933333,69.93,8.88,,,,
39.966667,69.86,8.878,,,,
40,70.01,8.877,,,,
40.033333,70.09,8.877,,,,
40.066667,70.57,8.879,,,,
40.1,70.21,8.877,,,,
40.133333,69.99,8.875,,,,
40.166667,70.05,8.878,,,,
40.2,70.26,8.875,,,,
40.233333,70.22,8.875,,,,
40.266667,69.96,8.87,,,,
40.3,70.19,8.875,,,,
40.333333,69.93,8.874,,,,
40.366667,70.09,8.873,,,,
40.4,69.93,8.872,,,,
40.433333,70.01,8.872,,,,
40.466667,70.02,8.872,,,,
40.5,70.03,8.872,,,,
40.533333,69.9,8.87,,,,
40.566667,69.9,8.87,,,,
40.6,70.12,8.87,,,,
40.633333,69.95,8.871,,,,
40.666667,69.75,8.868,,,,
40.7,69.79,8.868,,,,
40.733333,70.18,8.866,,,,
40.766667,69.98,8.864,,,,
40.8,70.31,8.868,,,,
40.833333,69.93,8.865,,,,
40.866667,70.03,8.869,,,,
40.9,69.93,8.863,,,,
40.933333,69.99,8.863,,,,
40.966667,69.85,8.864,,,,
41,70.19,8.866,,,,
41.033333,69.8,8.862,,,,
41.066667,70.24,8.863,,,,
41.1,69.99,8.86,,,,
41.133333,70.05,8.862,,,,
41.166667,69.9,8.86,,,,
41.2,69.85,8.858,,,,
41.233333,69.69,8.859,,,,
41.266667,70.15,8.859,,,,
41.3,70.18,8.859,,,,
41.333333,70.02,8.862,,,,
41.366667,70.25,8.86,,,,
41.4,70.06,8.856,,,,
41.433333,69.78,8.857,,,,
41.466667,69.94,8.857,,,,
41.5,69.97,8.856,,,,
41.533333,69.71,8.856,,,,
41.566667,69.81,8.854,,,,
41.6,70.14,8.857,,,,
41.633333,70.01,8.855,,,,
41.666667,69.92,8.854,,,,
41.7,69.97,8.852,,,,
41.733333,70.01,8.851,,,,
41.766667,70.2,8.853,,,,
41.8,69.88,8.852,,,,
41.833333,69.97,8.851,,,,
41.866667,70,8.85,,,,
41.9,70.06,8.851,,,,
41.933333,70.21,8.848,,,,
41.966667,70.15,8.853,,,,
42,70.15,8.849,,,,
42.033333,70.14,8.851,,,,
42.066667,69.98,8.849,,,,
42.1,69.88,8.847,,,,
42.133333,70.06,8.847,,,,
42.166667,70.1,8.846,,,,
42.2,69.73,8.846,,,,
42.233333,69.99,8.848,,,,
42.266667,69.86,8.845,,,,
42.3,69.97,8.846,,,,
42.333333,69.89,8.844,,,,
42.366667,70.27,8.846,,,,
42.4,70.21,8.846,,,,
42.433333,70.21,8.842,,,,
42.466667,69.93,8.841,,,,
42.5,69.93,8.842,,,,
42.533333,70.13,8.844,,,,
42.566667,69.91,8.839,,,,
42.6,70.02,8.844,,,,
42.633333,70.07,8.841,,,,
42.666667,70.24,8.841,,,,
42.7,70.1,8.839,,,,
42.733333,69.99,8.839,,,,
42.766667,69.87,8.836,,,,
42.8,69.76,8.839,,,,
42.833333,70.29,8.837,,,,
42.866667,70.07,8.838,,,,
42.9,70.19,8.837,,,,
42.933333,70.2,8.834,,,,
42.966667,70.17,8.835,,,,
43,69.86,8.832,,,,
43.033333,70.08,8.833,,,,
43.066667,69.96,8.832,,,,
43.1,70.32,8.833,,,,
43.133333,70.1,8.832,,,,
43.166667,69.93,8.831,,,,
43.2,70.34,8.831,,,,
43.233333,69.93,8.829,,,,
43.266667,70.14,8.83,,,,
43.3,70.57,8.832,,,,
43.333333,70.39,8.831,,,,
43.366667,69.59,8.827,,,,
43.4,70.11,8.83,,,,
43.433333,69.9,8.828,,,,
43.466667,69.88,8.828,,,,
43.5,70.26,8.825,,,,
43.533333,70.07,8.825,,,,
43.566667,70.03,8.826,,,,
43.6,70.23,8.826,,,,
43.633333,69.99,8.825,,,,
43.666667,69.94,8.823,,,,
43.7,70.25,8.824,,,,
43.733333,69.92,8.822,,,,
43.766667,70.1,8.822,,,,
43.8,69.8,8.822,,,,
43.833333,70.09,8.821,,,,
43.866667,70.15,8.824,,,,
43.9,70.5,8.823,,,,
43.933333,69.8,8.819,,,,
43.966667,70.32,8.819,,,,
44,70.38,8.821,,,,
44.033333,70.11,8.817,,,,
44.066667,70.22,8.819,,,,
44.1,70.24,8.817,,,,
44.133333,70.11,8.817,,,,
44.166667,69.72,8.816,,,,
44.2,70.2,8.818,,,,
44.233333,70.19,8.816,,,,
44.266667,70.27,8.817,,,,
44.3,70.32,8.816,,,,
44.333333,70.31,8.815,,,,
44.366667,70,8.814,,,,
44.4,70.04,8.815,,,,
44.433333,70.32,8.816,,,,
44.466667,70.01,8.812,,,,
44.5,69.92,8.814,,,,
44.533333,69.74,8.812,,,,
44.566667,70.03,8.811,,,,
44.6,69.64,8.811,,,,
44.633333,69.9,8.81,,,,
44.666667,70.16,8.813,,,,
44.7,70.19,8.81,,,,
44.733333,70.05,8.809,,,,
44.766667,70.09,8.809,,,,
44.8,70.29,8.808,,,,
44.833333,70.27,8.808,,,,
44.866667,70.35,8.809,,,,
44.9,70.27,8.807,,,,
44.933333,69.89,8.803,,,,
44.966667,70.18,8.806,,,,
45,70.23,8.806,,,,
45.033333,70.07,8.805,,,,
45.066667,70.11,8.804,,,,
45.1,70.18,8.803,,,,
45.133333,69.77,8.804,,,,
45.166667,70.25,8.802,,,,
45.2,69.92,8.799,,,,
45.233333,69.99,8.802,,,,
45.266667,70.22,8.802,,,,
45.3,70.33,8.802,,,,
45.333333,69.93,8.798,,,,
45.366667,70.44,8.802,,,,
45.4,70.16,8.802,,,,
45.433333,70.01,8.798,,,,
45.466667,70.16,8.797,,,,
45.5,70.01,8.799,,,,
45.533333,70.24,8.8,,,,
45.566667,70.15,8.798,,,,
45.6,70.06,8.796,,,,
45.633333,70.27,8.798,,,,
45.666667,70.17,8.796,,,,
45.7,69.89,8.794,,,,
45.733333,69.99,8.795,,,,
45.766667,69.88,8.791,,,,
45.8,70.08,8.791,,,,
45.833333,69.62,8.792,,,,
45.866667,70.1,8.794,,,,
45.9,69.99,8.794,,,,
45.933333,69.89,8.793,,,,
45.966667,70.55,8.797,,,,
46,70.1,8.793,,,,
46.033333,69.74,8.79,,,,
46.066667,70.07,8.791,,,,
46.1,70.15,8.79,,,,
46.133333,70.19,8.79,,,,
46.166667,69.85,8.79,,,,
46.2,69.98,8.789,,,,
46.233333,70.25,8.791,,,,
46.266667,70.09,8.79,,,,
46.3,69.98,8.788,,,,
46.333333,70.09,8.787,,,,
46.366667,70,8.788,,,,
46.4,69.89,8.788,,,,
46.433333,70.13,8.787,,,,
46.466667,70.11,8.787,,,,
46.5,70.22,8.784,,,,
46.533333,70.06,8.785,,,,
46.566667,70.29,8.785,,,,
46.6,70.08,8.785,,,,
46.633333,70.19,8.782,,,,
46.666667,70.52,8.785,,,,
46.7,69.76,8.781,,,,
46.733333,70.07,8.78,,,,
46.766667,70.07,8.783,,,,
46.8,69.89,8.78,,,,
46.833333,69.95,8.781,,,,
46.866667,70.14,8.779,,,,
46.9,70.12,8.782,,,,
46.933333,69.92,8.78,,,,
46.966667,70.04,8.777,,,,
47,70.08,8.78,,,,
47.033333,70.2,8.778,,,,
47.066667,70.23,8.777,,,,
47.1,69.75,8.776,,,,
47.133333,69.93,8.775,,,,
47.166667,70.15,8.778,,,,
47.2,69.94,8.774,,,,
47.233333,70.14,8.776,,,,
47.266667,70.17,8.774,,,,
47.3,69.86,8.774,,,,
47.333333,69.85,8.774,,,,
47.366667,69.96,8.772,,,,
47.4,70.09,8.773,,,,
47.433333,70.18,8.772,,,,
47.466667,70.14,8.773,,,,
47.5,69.94,8.769,,,,
47.533333,70.35,8.77,,,,
47.566667,70,8.768,,,,
47.6,70.32,8.768,,,,
47.633333,70.16,8.769,,,,
47.666667,69.87,8.767,,,,
47.7,70.06,8.767,,,,
47.733333,70.07,8.766,,,,
47.766667,70.02,8.768,,,,
47.8,70.3,8.765,,,,
47.833333,69.91,8.766,,,,
47.866667,70.08,8.764,,,,
47.9,69.97,8.768,,,,
47.933333,70.28,8.767,,,,
47.966667,70.29,8.763,,,,
48,70.17,8.765,,,,
48.033333,70.37,8.765,,,,
48.066667,70.15,8.764,,,,
48.1,70.24,8.761,,,,
48.133333,70.21,8.763,,,,
48.166667,70.29,8.762,,,,
48.2,70.1,8.761,,,,
48.233333,69.97,8.759,,,,
48.266667,70.52,8.76,,,,
48.3,70.11,8.759,,,,
48.333333,70.16,8.761,,,,
48.366667,70.37,8.761,,,,
48.4,70.04,8.757,,,,
48.433333,69.73,8.759,,,,
48.466667,70.27,8.758,,,,
48.5,70.39,8.756,,,,
48.533333,70.49,8.757,,,,
48.566667,70.38,8.756,,,,
48.6,69.79,8.756,,,,
48.633333,70.27,8.757,,,,
48.666667,70.41,8.756,,,,
48.7,70.04,8.752,,,,
48.733333,70.27,8.753,,,,
48.766667,69.97,8.754,,,,
48.8,70,8.753,,,,
48.833333,70.17,8.752,,,,
48.866667,70.13,8.753,,,,
48.9,70.04,8.751,,,,
48.933333,70.36,8.751,,,,
48.966667,70.01,8.751,,,,
49,70.07,8.753,,,,
49.033333,70.28,8.749,,,,
49.066667,70.16,8.75,,,,
49.1,70.45,8.749,,,,
49.133333,69.72,8.748,,,,
49.166667,70.38,8.75,,,,
49.2,70.08,8.746,,,,
49.233333,70.08,8.748,,,,
49.266667,70.14,8.747,,,,
49.3,69.59,8.745,,,,
49.333333,70.08,8.746,,,,
49.366667,70.43,8.748,,,,
49.4,70.34,8.747,,,,
49.433333,70.24,8.746,,,,
49.466667,70.35,8.744,,,,
49.5,70.35,8.745,,,,
49.533333,69.95,8.744,,,,
49.566667,69.94,8.743,,,,
49.6,69.55,8.74,,,,
49.633333,70.03,8.743,,,,
49.666667,70.13,8.742,,,,
49.7,70.35,8.744,,,,
49.733333,69.6,8.737,,,,
49.766667,70.23,8.742,,,,
49.8,70.08,8.744,,,,
49.833333,70.04,8.739,,,,
49.866667,70.16,8.737,,,,
49.9,69.83,8.738,,,,
49.933333,69.87,8.739,,,,
49.966667,69.89,8.738,,,,
50,70.03,8.737,,,,
50.033333,70.33,8.739,,,,
50.066667,70.19,8.739,,,,
50.1,70.19,8.738,,,,
50.133333,70.26,8.737,,,,
50.166667,70.12,8.739,,,,
50.2,70.13,8.735,,,,
50.233333,70.29,8.737,,,,
50.266667,70.26,8.736,,,,
50.3,70.13,8.735,,,,
50.333333,70.5,8.737,,,,
50.366667,70.23,8.737,,,,
50.4,70.07,8.736,,,,
50.433333,70.02,8.735,,,,
50.466667,70.16,8.735,,,,
50.5,69.97,8.733,,,,
50.533333,70,8.732,,,,
50.566667,70.1,8.732,,,,
50.6,69.97,8.731,,,,
50.633333,69.72,8.731,,,,
50.666667,70.19,8.731,,,,
50.7,70.03,8.73,,,,
50.733333,70.23,8.73,,,,
50.766667,69.86,8.729,,,,
50.8,69.91,8.728,,,,
50.833333,70.23,8.728,,,,
50.866667,70.06,8.728,,,,
50.9,70.07,8.727,,,,
50.933333,70.03,8.726,,,,
50.966667,70.53,8.728,,,,
51,70.08,8.725,,,,
51.033333,70.4,8.727,,,,
51.066667,70.1,8.725,,,,
51.1,69.93,8.724,,,,
51.133333,70.11,8.725,,,,
51.166667,70.36,8.727,,,,
51.2,70.65,8.729,,,,
51.233333,69.9,8.723,,,,
51.266667,70.33,8.726,,,,
51.3,70.48,8.724,,,,
51.333333,70.35,8.721,,,,
51.366667,70.3,8.72,,,,
51.4,69.32,8.722,,,,
51.433333,69.31,8.721,,,,
51.466667,69.33,8.72,,,,
51.5,69.37,8.72,,,,
51.533333,69.44,8.72,,,,
51.566667,69.22,8.718,,,,
51.6,69.33,8.717,,,,
51.633333,69.69,8.72,,,,
51.666667,69.62,8.718,,,,
51.7,69.69,8.719,,,,
51.733333,69.49,8.715,,,,
51.766667,69.55,8.719,,,,
51.8,69.66,8.716,,,,
51.833333,69.44,8.718,,,,
51.866667,69.41,8.714,,,,
51.9,69.55,8.714,,,,
51.933333,69.42,8.714,,,,
51.966667,69.51,8.715,,,,
52,69.73,8.716,,,,
52.033333,69.27,8.713,,,,
52.066667,69.63,8.715,,,,
52.1,69.35,8.711,,,,
52.133333,69.35,8.713,,,,
52.166667,69.6,8.713,,,,
52.2,69.7,8.712,,,,
52.233333,69.42,8.71,,,,
52.266667,69.47,8.71,,,,
52.3,69.38,8.711,,,,
52.333333,69.57,8.708,,,,
52.366667,69.45,8.708,,,,
52.4,69.66,8.707,,,,
52.433333,69.47,8.709,,,,
52.466667,69.37,8.707,,,,
52.5,69.65,8.707,,,,
52.533333,70.02,8.707,,,,
52.566667,69.75,8.707,,,,
52.6,69.68,8.706,,,,
52.633333,69.76,8.705,,,,
52.666667,69.8,8.707,,,,
52.7,69.91,8.707,,,,
52.733333,69.34,8.704,,,,
52.766667,69.55,8.705,,,,
52.8,69.88,8.706,,,,
52.833333,69.44,8.703,,,,
52.866667,69.61,8.706,,,,
52.9,69.45,8.704,,,,
52.933333,69.93,8.706,,,,
52.966667,69.72,8.702,,,,
53,69.86,8.705,,,,
53.033333,69.63,8.702,,,,
53.066667,69.85,8.702,,,,
53.1,69.71,8.702,,,,
53.133333,69.42,8.7,,,,
53.166667,69.41,8.7,,,,
53.2,69.93,8.701,,,,
53.233333,69.93,8.701,,,,
53.266667,70.06,8.7,,,,
53.3,69.58,8.699,,,,
53.333333,69.99,8.699,,,,
53.366667,69.83,8.699,,,,
53.4,69.83,8.698,,,,
53.433333,69.87,8.701,,,,
53.466667,69.73,8.695,,,,
53.5,70.05,8.697,,,,
53.533333,69.78,8.698,,,,
53.566667,69.61,8.697,,,,
53.6,69.96,8.698,,,,
53.633333,69.56,8.695,,,,
53.666667,69.47,8.696,,,,
53.7,69.93,8.696,,,,
53.733333,69.76,8.692,,,,
53.766667,69.48,8.692,,,,
53.8,70.13,8.694,,,,
53.833333,69.67,8.691,,,,
53.866667,69.97,8.693,,,,
53.9,70.17,8.693,,,,
53.933333,69.77,8.691,,,,
53.966667,69.96,8.692,,,,
54,69.94,8.689,,,,
54.033333,69.81,8.69,,,,
54.066667,70,8.69,,,,
54.1,69.77,8.689,,,,
54.133333,69.96,8.689,,,,
54.166667,69.79,8.687,,,,
54.2,69.95,8.688,,,,
54.233333,69.96,8.689,,,,
54.266667,70.28,8.692,,,,
54.3,69.94,8.686,,,,
54.333333,69.86,8.688,,,,
54.366667,70.03,8.686,,,,
54.4,69.75,8.686,,,,
54.433333,69.91,8.686,,,,
54.466667,69.84,8.685,,,,
54.5,69.54,8.682,,,,
54.533333,69.87,8.684,,,,
54.566667,69.72,8.685,,,,
54.6,69.92,8.684,,,,
54.633333,69.76,8.683,,,,
54.666667,69.83,8.683,,,,
54.7,69.72,8.683,,,,
54.733333,69.91,8.684,,,,
54.766667,69.75,8.682,,,,
54.8,69.97,8.682,,,,
54.833333,69.78,8.683,,,,
54.866667,69.77,8.678,,,,
54.9,69.89,8.681,,,,
54.933333,69.97,8.682,,,,
54.966667,69.71,8.677,,,,
55,69.76,8.678,,,,
55.033333,69.98,8.677,,,,
55.066667,69.81,8.68,,,,
55.1,70.16,8.677,,,,
55.133333,69.85,8.676,,,,
55.166667,69.87,8.678,,,,
55.2,69.81,8.677,,,,
55.233333,69.98,8.676,,,,
55.266667,69.77,8.675,,,,
55.3,69.78,8.676,,,,
55.333333,69.75,8.676,,,,
55.366667,69.98,8.676,,,,
55.4,70.04,8.676,,,,
55.433333,70.08,8.677,,,,
55.466667,69.9,8.674,,,,
55.5,70.13,8.675,,,,
55.533333,69.64,8.674,,,,
55.566667,70.05,8.674,,,,
55.6,69.91,8.672,,,,
55.633333,69.89,8.671,,,,
55.666667,69.72,8.671,,,,
55.7,69.78,8.671,,,,
55.733333,70.07,8.672,,,,
55.766667,69.6,8.669,,,,
55.8,69.44,8.671,,,,
55.833333,69.58,8.67,,,,
55.866667,69.77,8.671,,,,
55.9,70.06,8.67,,,,
55.933333,69.67,8.668,,,,
55.966667,69.74,8.668,,,,
56,69.78,8.668,,,,
56.033333,69.97,8.669,,,,
56.066667,69.75,8.668,,,,
56.1,69.74,8.668,,,,
56.133333,70.01,8.667,,,,
56.166667,70.04,8.665,,,,
56.2,70.06,8.666,,,,
56.233333,69.27,8.662,,,,
56.266667,70.15,8.665,,,,
56.3,70.09,8.668,,,,
56.333333,69.98,8.664,,,,
56.366667,69.69,8.664,,,,
56.4,69.89,8.664,,,,
56.433333,70.03,8.664,,,,
56.466667,70.06,8.663,,,,
56.5,70.31,8.664,,,,
56.533333,70.01,8.663,,,,
56.566667,69.99,8.662,,,,
56.6,70.28,8.663,,,,
56.633333,70.12,8.663,,,,
56.666667,69.98,8.662,,,,
56.7,70.07,8.661,,,,
56.733333,70.03,8.662,,,,
56.766667,69.87,8.66,,,,
56.8,70.11,8.661,,,,
56.833333,70.17,8.662,,,,
56.866667,69.84,8.66,,,,
56.9,69.62,8.66,,,,
56.933333,69.81,8.658,,,,
56.966667,70.27,8.659,,,,
57,70.13,8.659,,,,
57.033333,70.07,8.659,,,,
57.066667,70.14,8.658,,,,
57.1,70.11,8.656,,,,
57.133333,69.82,8.657,,,,
57.166667,69.92,8.657,,,,
57.2,70.06,8.657,,,,
57.233333,70.26,8.657,,,,
57.266667,70.06,8.657,,,,
57.3,69.98,8.655,,,,
57.333333,70.08,8.656,,,,
57.366667,69.92,8.655,,,,
57.4,70.13,8.654,,,,
57.433333,69.75,8.654,,,,
57.466667,69.99,8.654,,,,
57.5,70.23,8.652,,,,
57.533333,69.92,8.655,,,,
57.566667,70.13,8.652,,,,
57.6,69.69,8.651,,,,
57.633333,70.03,8.651,,,,
57.666667,69.86,8.652,,,,
57.7,69.93,8.649,,,,
57.733333,70.36,8.651,,,,
