Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
85.8,69.65,8.459,,,,
85.833333,69.95,8.46,,,,
85.866667,69.66,8.458,,,,
85.9,69.88,8.458,,,,
85.933333,69.5,8.456,,,,
85.966667,69.92,8.46,,,,
86,70.18,8.461,,,,
86.033333,69.54,8.456,,,,
86.066667,69.85,8.458,,,,
86.1,69.74,8.456,,,,
86.133333,69.83,8.457,,,,
86.166667,69.75,8.459,,,,
86.2,69.41,8.453,,,,
86.233333,69.91,8.458,,,,
86.266667,69.47,8.456,,,,
86.3,69.4,8.455,,,,
86.333333,69.98,8.458,,,,
86.366667,69.71,8.458,,,,
86.4,69.7,8.456,,,,
86.433333,69.74,8.455,,,,
86.466667,69.71,8.456,,,,
86.5,69.79,8.457,,,,
86.533333,69.69,8.453,,,,
86.566667,69.94,8.459,,,,
86.6,69.83,8.457,,,,
86.633333,69.66,8.456,,,,
86.666667,69.15,8.456,,,,
86.7,69.94,8.457,,,,
86.733333,69.72,8.454,,,,
86.766667,69.87,8.456,,,,
86.8,69.69,8.454,,,,
86.833333,70.1,8.456,,,,
86.866667,69.81,8.455,,,,
86.9,69.58,8.455,,,,
86.933333,69.57,8.455,,,,
86.966667,69.67,8.453,,,,
87,69.58,8.454,,,,
87.033333,69.88,8.455,,,,
87.066667,69.66,8.456,,,,
87.1,69.84,8.454,,,,
87.133333,70.15,8.454,,,,
87.166667,70.02,8.454,,,,
87.2,69.68,8.454,,,,
87.233333,69.68,8.454,,,,
87.266667,69.88,8.453,,,,
87.3,69.92,8.455,,,,
87.333333,69.67,8.45,,,,
87.366667,69.89,8.452,,,,
87.4,70.28,8.455,,,,
87.433333,69.49,8.452,,,,
87.466667,69.8,8.451,,,,
87.5,69.36,8.451,,,,
87.533333,69.72,8.452,,,,
87.566667,69.75,8.452,,,,
87.6,69.65,8.45,,,,
87.633333,69.74,8.451,,,,
87.666667,69.66,8.453,,,,
87.7,69.98,8.452,,,,
87.733333,69.92,8.452,,,,
87.766667,69.61,8.451,,,,
87.8,69.86,8.452,,,,
87.833333,69.56,8.45,,,,
87.866667,69.82,8.45,,,,
87.9,69.66,8.449,,,,
87.933333,69.62,8.451,,,,
87.966667,69.68,8.45,,,,
88,69.75,8.449,,,,
88.033333,69.51,8.448,,,,
88.066667,69.46,8.451,,,,
88.1,69.38,8.447,,,,
88.133333,69.55,8.446,,,,
88.166667,69.92,8.449,,,,
88.2,69.97,8.448,,,,
88.233333,69.79,8.449,,,,
88.266667,69.74,8.448,,,,
88.3,69.68,8.447,,,,
88.333333,69.71,8.449,,,,
88.366667,69.59,8.448,,,,
88.4,69.53,8.446,,,,
88.433333,69.64,8.448,,,,
88.466667,69.71,8.449,,,,
88.5,69.45,8.445,,,,
88.533333,69.71,8.447,,,,
88.566667,69.31,8.445,,,,
88.6,69.79,8.447,,,,
88.633333,70.09,8.446,,,,
88.666667,69.98,8.447,,,,
88.7,69.68,8.448,,,,
88.733333,69.79,8.445,,,,
88.766667,69.82,8.445,,,,
88.8,69.5,8.445,,,,
88.833333,69.59,8.446,,,,
88.866667,69.64,8.446,,,,
88.9,69.74,8.446,,,,
88.933333,69.49,8.446,,,,
88.966667,70.08,8.446,,,,
89,69.89,8.447,,,,
89.033333,69.72,8.445,,,,
89.066667,69.88,8.446,,,,
89.1,69.67,8.445,,,,
89.133333,69.53,8.445,,,,
89.166667,69.7,8.445,,,,
89.2,69.46,8.444,,,,
89.233333,69.84,8.447,,,,
89.266667,69.39,8.442,,,,
89.3,69.55,8.445,,,,
89.333333,70.13,8.442,,,,
89.366667,70.28,8.445,,,,
89.4,69.7,8.444,,,,
89.433333,69.77,8.442,,,,
89.466667,69.66,8.442,,,,
89.5,69.88,8.444,,,,
89.533333,70.01,8.445,,,,
89.566667,69.65,8.444,,,,
89.6,69.65,8.443,,,,
89.633333,69.85,8.445,,,,
89.666667,69.55,8.442,,,,
89.7,69.81,8.444,,,,
89.733333,69.95,8.444,,,,
89.766667,69.82,8.444,,,,
89.8,69.58,8.441,,,,
89.833333,69.39,8.441,,,,
89.866667,69.93,8.443,,,,
89.9,70.28,8.444,,,,
89.933333,70.06,8.445,,,,
89.966667,69.8,8.443,,,,
90,70.17,8.444,,,,
90.033333,69.7,8.443,,,,
90.066667,69.82,8.442,,,,
90.1,70,8.442,,,,
90.133333,69.63,8.441,,,,
90.166667,69.74,8.441,,,,
90.2,69.53,8.439,,,,
90.233333,70.14,8.443,,,,
90.266667,69.58,8.438,,,,
90.3,69.87,8.439,,,,
90.333333,69.71,8.439,,,,
90.366667,69.84,8.44,,,,
90.4,69.42,8.44,,,,
90.433333,69.78,8.439,,,,
90.466667,69.22,8.439,,,,
90.5,69.48,8.439,,,,
90.533333,69.78,8.438,,,,
90.566667,69.82,8.441,,,,
90.6,69.88,8.443,,,,
90.633333,69.64,8.439,,,,
90.666667,69.74,8.439,,,,
90.7,69.54,8.436,,,,
90.733333,69.54,8.437,,,,
90.766667,69.54,8.438,,,,
90.8,69.79,8.44,,,,
90.833333,69.7,8.438,,,,
90.866667,69.98,8.439,,,,
90.9,69.93,8.437,,,,
90.933333,69.89,8.438,,,,
90.966667,69.58,8.435,,,,
91,69.61,8.437,,,,
91.033333,69.66,8.437,,,,
91.066667,69.62,8.437,,,,
91.1,69.91,8.437,,,,
91.133333,69.95,8.439,,,,
91.166667,69.75,8.434,,,,
91.2,69.77,8.436,,,,
91.233333,69.94,8.436,,,,
91.266667,69.62,8.436,,,,
91.3,69.55,8.437,,,,
91.333333,69.82,8.435,,,,
91.366667,69.51,8.435,,,,
91.4,69.74,8.436,,,,
91.433333,69.88,8.437,,,,
91.466667,69.57,8.435,,,,
91.5,69.99,8.436,,,,
91.533333,69.33,8.433,,,,
91.566667,69.57,8.436,,,,
91.6,69.91,8.434,,,,
91.633333,69.73,8.434,,,,
91.666667,69.67,8.434,,,,
91.7,69.77,8.435,,,,
91.733333,69.78,8.434,,,,
91.766667,69.53,8.431,,,,
91.8,69.69,8.434,,,,
91.833333,69.94,8.436,,,,
91.866667,69.76,8.434,,,,
91.9,69.76,8.435,,,,
91.933333,69.66,8.433,,,,
91.966667,69.7,8.433,,,,
92,69.67,8.433,,,,
92.033333,69.51,8.432,,,,
92.066667,69.73,8.433,,,,
92.1,69.62,8.432,,,,
92.133333,69.66,8.431,,,,
92.166667,69.99,8.435,,,,
92.2,69.73,8.433,,,,
92.233333,69.84,8.433,,,,
92.266667,69.66,8.431,,,,
92.3,69.66,8.432,,,,
92.333333,69.88,8.432,,,,
92.366667,69.8,8.431,,,,
92.4,69.78,8.433,,,,
92.433333,70.04,8.433,,,,
92.466667,69.56,8.432,,,,
92.5,70.15,8.435,,,,
92.533333,69.77,8.432,,,,
92.566667,69.67,8.432,,,,
92.6,70.12,8.433,,,,
92.633333,69.73,8.43,,,,
92.666667,69.85,8.434,,,,
92.7,69.67,8.432,,,,
92.733333,69.7,8.432,,,,
92.766667,69.83,8.433,,,,
92.8,69.72,8.431,,,,
92.833333,69.98,8.433,,,,
92.866667,69.8,8.431,,,,
92.9,69.77,8.433,,,,
92.933333,69.98,8.433,,,,
92.966667,69.77,8.431,,,,
93,69.55,8.43,,,,
93.033333,70.2,8.432,,,,
93.066667,69.39,8.431,,,,
93.1,70.06,8.432,,,,
93.133333,69.74,8.428,,,,
93.166667,69.68,8.427,,,,
93.2,69.95,8.431,,,,
93.233333,69.9,8.431,,,,
93.266667,69.81,8.429,,,,
93.3,69.72,8.431,,,,
93.333333,69.45,8.429,,,,
93.366667,69.58,8.427,,,,
93.4,69.66,8.43,,,,
93.433333,69.98,8.431,,,,
93.466667,69.66,8.429,,,,
93.5,69.7,8.428,,,,
93.533333,69.63,8.429,,,,
93.566667,69.84,8.43,,,,
93.6,69.78,8.43,,,,
93.633333,69.86,8.429,,,,
93.666667,69.76,8.427,,,,
93.7,69.79,8.428,,,,
93.733333,69.87,8.427,,,,
93.766667,69.64,8.427,,,,
93.8,69.96,8.427,,,,
93.833333,69.49,8.425,,,,
93.866667,69.86,8.427,,,,
93.9,70.03,8.428,,,,
93.933333,69.98,8.428,,,,
93.966667,70.14,8.426,,,,
94,69.88,8.427,,,,
94.033333,69.83,8.426,,,,
94.066667,70.01,8.426,,,,
94.1,69.6,8.426,,,,
94.133333,70.01,8.427,,,,
94.166667,69.81,8.426,,,,
94.2,69.74,8.427,,,,
94.233333,69.8,8.426,,,,
94.266667,69.79,8.426,,,,
94.3,69.98,8.426,,,,
94.333333,69.88,8.427,,,,
94.366667,69.51,8.424,,,,
94.4,69.63,8.425,,,,
94.433333,70.11,8.426,,,,
94.466667,69.54,8.425,,,,
94.5,69.58,8.425,,,,
94.533333,69.38,8.424,,,,
94.566667,69.67,8.424,,,,
94.6,69.74,8.425,,,,
94.633333,69.75,8.424,,,,
94.666667,69.54,8.425,,,,
94.7,70.07,8.427,,,,
94.733333,69.8,8.424,,,,
94.766667,69.9,8.423,,,,
94.8,69.5,8.424,,,,
94.833333,69.75,8.424,,,,
94.866667,69.76,8.424,,,,
94.9,69.78,8.424,,,,
94.933333,69.74,8.423,,,,
94.966667,69.65,8.425,,,,
95,69.65,8.425,,,,
95.033333,69.28,8.419,,,,
95.066667,69.89,8.422,,,,
95.1,69.83,8.425,,,,
95.133333,69.72,8.427,,,,
95.166667,69.7,8.422,,,,
95.2,69.57,8.421,,,,
95.233333,69.72,8.421,,,,
95.266667,69.8,8.427,,,,
95.3,69.84,8.423,,,,
95.333333,69.73,8.424,,,,
95.366667,69.79,8.424,,,,
95.4,69.53,8.422,,,,
95.433333,69.85,8.424,,,,
95.466667,69.48,8.424,,,,
95.5,69.93,8.421,,,,
95.533333,69.79,8.423,,,,
95.566667,69.67,8.422,,,,
95.6,69.65,8.421,,,,
95.633333,69.49,8.422,,,,
95.666667,69.54,8.421,,,,
95.7,69.97,8.424,,,,
95.733333,69.58,8.425,,,,
95.766667,69.43,8.421,,,,
95.8,69.85,8.42,,,,
95.833333,69.84,8.422,,,,
95.866667,69.52,8.416,,,,
95.9,69.27,8.42,,,,
95.933333,69.9,8.421,,,,
95.966667,69.87,8.423,,,,
96,69.61,8.421,,,,
96.033333,69.59,8.421,,,,
96.066667,69.86,8.423,,,,
96.1,69.69,8.42,,,,
96.133333,69.59,8.419,,,,
96.166667,69.83,8.419,,,,
96.2,69.66,8.42,,,,
96.233333,69.52,8.419,,,,
96.266667,69.7,8.419,,,,
96.3,69.77,8.423,,,,
96.333333,69.78,8.422,,,,
96.366667,69.83,8.42,,,,
96.4,69.77,8.421,,,,
96.433333,69.83,8.419,,,,
96.466667,69.95,8.421,,,,
96.5,69.7,8.418,,,,
96.533333,69.93,8.419,,,,
96.566667,69.57,8.418,,,,
96.6,70.12,8.42,,,,
96.633333,69.72,8.418,,,,
96.666667,69.88,8.418,,,,
96.7,69.64,8.419,,,,
96.733333,69.74,8.419,,,,
96.766667,69.61,8.418,,,,
96.8,69.62,8.418,,,,
96.833333,69.76,8.42,,,,
96.866667,69.58,8.418,,,,
96.9,69.84,8.418,,,,
96.933333,70.02,8.42,,,,
96.966667,69.87,8.417,,,,
97,69.53,8.419,,,,
97.033333,69.43,8.417,,,,
97.066667,69.99,8.417,,,,
97.1,69.86,8.419,,,,
97.133333,69.82,8.418,,,,
97.166667,69.59,8.416,,,,
97.2,69.95,8.417,,,,
97.233333,69.68,8.417,,,,
97.266667,69.78,8.417,,,,
97.3,69.46,8.415,,,,
97.333333,69.77,8.417,,,,
97.366667,69.92,8.419,,,,
97.4,69.86,8.417,,,,
97.433333,70.06,8.418,,,,
97.466667,69.85,8.417,,,,
97.5,69.91,8.417,,,,
97.533333,69.53,8.415,,,,
97.566667,69.97,8.416,,,,
97.6,69.76,8.417,,,,
97.633333,70.09,8.416,,,,
97.666667,69.89,8.417,,,,
97.7,69.86,8.416,,,,
97.733333,69.75,8.416,,,,
97.766667,69.57,8.417,,,,
97.8,69.84,8.417,,,,
97.833333,69.64,8.414,,,,
97.866667,69.57,8.415,,,,
97.9,69.71,8.415,,,,
97.933333,69.52,8.414,,,,
97.966667,69.72,8.414,,,,
98,69.5,8.414,,,,
98.033333,69.71,8.416,,,,
98.066667,69.84,8.413,,,,
98.1,70.01,8.413,,,,
98.133333,69.8,8.414,,,,
98.166667,69.75,8.415,,,,
98.2,69.34,8.413,,,,
98.233333,69.35,8.414,,,,
98.266667,69.84,8.415,,,,
98.3,69.58,8.413,,,,
98.333333,69.68,8.414,,,,
98.366667,69.88,8.415,,,,
98.4,69.52,8.412,,,,
98.433333,69.72,8.413,,,,
98.466667,69.74,8.413,,,,
98.5,70.05,8.414,,,,
98.533333,69.77,8.414,,,,
98.566667,70.09,8.414,,,,
98.6,69.4,8.414,,,,
98.633333,69.78,8.413,,,,
98.666667,69.95,8.413,,,,
98.7,69.91,8.413,,,,
98.733333,69.87,8.413,,,,
98.766667,69.77,8.414,,,,
98.8,69.59,8.414,,,,
98.833333,69.5,8.412,,,,
98.866667,69.62,8.411,,,,
98.9,69.69,8.412,,,,
98.933333,69.69,8.412,,,,
98.966667,69.47,8.41,,,,
99,69.7,8.411,,,,
99.033333,69.41,8.411,,,,
99.066667,69.58,8.413,,,,
99.1,69.67,8.412,,,,
99.133333,69.27,8.411,,,,
99.166667,69.63,8.409,,,,
99.2,69.52,8.411,,,,
99.233333,69.42,8.411,,,,
99.266667,69.68,8.41,,,,
99.3,69.36,8.411,,,,
99.333333,69.34,8.411,,,,
99.366667,69.68,8.411,,,,
99.4,69.78,8.411,,,,
99.433333,69.75,8.412,,,,
99.466667,69.44,8.409,,,,
99.5,69.61,8.412,,,,
99.533333,69.43,8.41,,,,
99.566667,69.64,8.41,,,,
99.6,69.71,8.412,,,,
99.633333,69.51,8.409,,,,
99.666667,69.91,8.409,,,,
99.7,69.43,8.409,,,,
99.733333,69.72,8.407,,,,
99.766667,69.62,8.413,,,,
99.8,69.75,8.411,,,,
99.833333,69.67,8.411,,,,
99.866667,70.03,8.413,,,,
99.9,69.65,8.41,,,,
99.933333,69.47,8.409,,,,
99.966667,69.74,8.409,,,,
100,69.72,8.41,,,,
100.033333,69.49,8.409,,,,
100.066667,69.71,8.409,,,,
100.1,69.63,8.41,,,,
100.133333,69.57,8.408,,,,
100.166667,69.6,8.409,,,,
100.2,69.67,8.413,,,,
100.233333,69.62,8.409,,,,
100.266667,69.46,8.407,,,,
100.3,69.64,8.406,,,,
100.333333,69.21,8.407,,,,
100.366667,69.62,8.408,,,,
100.4,69.46,8.408,,,,
100.433333,69.24,8.407,,,,
100.466667,69.9,8.408,,,,
100.5,69.61,8.409,,,,
100.533333,69.65,8.408,,,,
100.566667,69.74,8.408,,,,
100.6,69.51,8.408,,,,
100.633333,69.66,8.409,,,,
100.666667,69.55,8.407,,,,
100.7,69.64,8.409,,,,
100.733333,69.51,8.407,,,,
100.766667,69.51,8.407,,,,
100.8,69.87,8.408,,,,
100.833333,69.26,8.407,,,,
100.866667,69.38,8.406,,,,
100.9,69.48,8.407,,,,
100.933333,69.88,8.407,,,,
100.966667,69.67,8.405,,,,
101,69.71,8.406,,,,
101.033333,69.56,8.408,,,,
101.066667,69.88,8.407,,,,
101.1,69.87,8.408,,,,
101.133333,69.56,8.407,,,,
101.166667,69.5,8.406,,,,
101.2,69.78,8.407,,,,
101.233333,69.7,8.407,,,,
101.266667,69.64,8.405,,,,
101.3,69.4,8.405,,,,
101.333333,69.56,8.405,,,,
101.366667,69.68,8.406,,,,
101.4,69.93,8.407,,,,
101.433333,69.67,8.404,,,,
101.466667,69.68,8.405,,,,
101.5,69.97,8.406,,,,
101.533333,69.4,8.408,,,,
101.566667,69.86,8.406,,,,
101.6,69.98,8.406,,,,
101.633333,69.51,8.402,,,,
101.666667,69.33,8.404,,,,
101.7,69.7,8.406,,,,
101.733333,69.56,8.406,,,,
101.766667,69.54,8.405,,,,
101.8,69.72,8.405,,,,
101.833333,69.71,8.405,,,,
101.866667,69.42,8.403,,,,
101.9,69.5,8.404,,,,
101.933333,69.82,8.404,,,,
101.966667,69.78,8.407,,,,
102,69.88,8.404,,,,
102.033333,69.88,8.403,,,,
102.066667,69.69,8.404,,,,
102.1,69.65,8.404,,,,
102.133333,69.86,8.404,,,,
102.166667,69.71,8.402,,,,
102.2,69.53,8.403,,,,
102.233333,69.65,8.403,,,,
102.266667,70.02,8.405,,,,
102.3,69.59,8.407,,,,
102.333333,69.72,8.402,,,,
102.366667,70.01,8.402,,,,
102.4,69.86,8.401,,,,
102.433333,69.79,8.402,,,,
102.466667,69.95,8.402,,,,
102.5,69.46,8.402,,,,
102.533333,69.7,8.405,,,,
102.566667,70.11,8.403,,,,
102.6,69.84,8.404,,,,
102.633333,69.84,8.404,,,,
102.666667,69.61,8.403,,,,
102.7,69.66,8.402,,,,
102.733333,69.49,8.403,,,,
102.766667,69.68,8.401,,,,
102.8,69.99,8.402,,,,
102.833333,70.01,8.399,,,,
102.866667,69.81,8.402,,,,
102.9,69.79,8.401,,,,
102.933333,69.75,8.405,,,,
102.966667,70.07,8.403,,,,
103,70.12,8.403,,,,
103.033333,69.74,8.402,,,,
103.066667,69.76,8.4,,,,
103.1,69.84,8.403,,,,
103.133333,70.07,8.402,,,,
103.166667,69.65,8.402,,,,
103.2,69.9,8.403,,,,
103.233333,69.85,8.403,,,,
103.266667,69.84,8.4,,,,
103.3,69.44,8.402,,,,
103.333333,69.84,8.402,,,,
103.366667,69.88,8.402,,,,
103.4,69.87,8.403,,,,
103.433333,69.9,8.399,,,,
103.466667,69.81,8.404,,,,
103.5,69.89,8.401,,,,
103.533333,69.85,8.399,,,,
103.566667,69.87,8.402,,,,
103.6,69.83,8.403,,,,
103.633333,69.78,8.402,,,,
103.666667,69.77,8.402,,,,
103.7,69.72,8.4,,,,
103.733333,69.64,8.4,,,,
103.766667,70.04,8.398,,,,
103.8,69.92,8.4,,,,
103.833333,69.66,8.401,,,,
103.866667,69.82,8.401,,,,
103.9,69.73,8.4,,,,
103.933333,69.9,8.4,,,,
103.966667,69.97,8.4,,,,
104,69.39,8.4,,,,
104.033333,69.61,8.4,,,,
104.066667,69.78,8.398,,,,
104.1,70.04,8.402,,,,
104.133333,69.67,8.398,,,,
104.166667,69.88,8.397,,,,
104.2,69.57,8.401,,,,
104.233333,69.82,8.399,,,,
104.266667,69.95,8.4,,,,
104.3,69.72,8.398,,,,
104.333333,69.71,8.4,,,,
104.366667,69.62,8.398,,,,
104.4,69.92,8.399,,,,
104.433333,70.01,8.398,,,,
104.466667,70.13,8.397,,,,
104.5,69.81,8.401,,,,
104.533333,69.77,8.398,,,,
104.566667,69.9,8.399,,,,
104.6,69.74,8.399,,,,
104.633333,69.86,8.399,,,,
104.666667,69.56,8.399,,,,
104.7,70.06,8.397,,,,
104.733333,69.93,8.398,,,,
104.766667,69.9,8.401,,,,
104.8,69.65,8.399,,,,
104.833333,69.88,8.398,,,,
104.866667,70.02,8.398,,,,
104.9,70.17,8.396,,,,
104.933333,69.81,8.398,,,,
104.966667,69.82,8.396,,,,
105,69.63,8.398,,,,
105.033333,69.63,8.399,,,,
105.066667,69.49,8.398,,,,
105.1,69.68,8.396,,,,
105.133333,69.92,8.397,,,,
105.166667,70.14,8.398,,,,
105.2,69.86,8.398,,,,
105.233333,69.66,8.397,,,,
105.266667,69.77,8.398,,,,
105.3,70.1,8.398,,,,
105.333333,69.74,8.399,,,,
105.366667,69.66,8.397,,,,
105.4,70.1,8.397,,,,
105.433333,69.7,8.398,,,,
105.466667,69.75,8.395,,,,
105.5,69.8,8.395,,,,
105.533333,69.9,8.396,,,,
105.566667,70,8.394,,,,
105.6,69.85,8.396,,,,
105.633333,69.95,8.393,,,,
105.666667,69.83,8.395,,,,
105.7,69.78,8.395,,,,
105.733333,69.77,8.395,,,,
105.766667,69.78,8.397,,,,
105.8,69.95,8.395,,,,
105.833333,69.72,8.394,,,,
105.866667,69.79,8.394,,,,
105.9,69.94,8.398,,,,
105.933333,69.67,8.397,,,,
105.966667,70.03,8.394,,,,
106,69.98,8.396,,,,
106.033333,69.68,8.392,,,,
106.066667,70.04,8.396,,,,
106.1,69.84,8.396,,,,
106.133333,69.68,8.399,,,,
106.166667,69.66,8.396,,,,
106.2,69.53,8.393,,,,
106.233333,69.81,8.394,,,,
106.266667,69.96,8.392,,,,
106.3,69.91,8.396,,,,
106.333333,70.09,8.393,,,,
106.366667,69.76,8.393,,,,
106.4,69.58,8.395,,,,
106.433333,69.57,8.394,,,,
106.466667,69.62,8.396,,,,
106.5,69.82,8.395,,,,
106.533333,69.83,8.395,,,,
106.566667,69.94,8.395,,,,
106.6,70.05,8.394,,,,
106.633333,69.8,8.39,,,,
106.666667,69.56,8.393,,,,
106.7,69.94,8.391,,,,
106.733333,69.9,8.393,,,,
106.766667,69.7,8.393,,,,
106.8,69.89,8.395,,,,
106.833333,69.81,8.396,,,,
106.866667,69.83,8.394,,,,
106.9,69.7,8.392,,,,
106.933333,69.77,8.392,,,,
106.966667,69.77,8.394,,,,
107,69.51,8.393,,,,
107.033333,69.7,8.393,,,,
107.066667,69.84,8.393,,,,
107.1,69.71,8.394,,,,
107.133333,69.55,8.392,,,,
107.166667,70.01,8.395,,,,
107.2,69.86,8.39,,,,
107.233333,69.82,8.392,,,,
107.266667,69.65,8.392,,,,
107.3,69.8,8.391,,,,
107.333333,69.85,8.391,,,,
107.366667,69.49,8.393,,,,
107.4,69.93,8.394,,,,
107.433333,69.66,8.394,,,,
107.466667,70.18,8.394,,,,
107.5,69.7,8.392,,,,
107.533333,69.63,8.391,,,,
107.566667,69.93,8.39,,,,
107.6,69.96,8.391,,,,
107.633333,70.09,8.392,,,,
107.666667,70.2,8.391,,,,
107.7,69.83,8.391,,,,
107.733333,69.72,8.391,,,,
107.766667,69.85,8.392,,,,
107.8,70.05,8.391,,,,
107.833333,69.68,8.392,,,,
107.866667,69.59,8.391,,,,
107.9,69.3,8.392,,,,
107.933333,69.79,8.392,,,,
107.966667,69.92,8.393,,,,
108,69.63,8.391,,,,
108.033333,69.64,8.39,,,,
108.066667,69.72,8.39,,,,
108.1,69.48,8.395,,,,
108.133333,69.64,8.39,,,,
108.166667,69.68,8.393,,,,
108.2,69.9,8.388,,,,
108.233333,70.1,8.392,,,,
108.266667,69.81,8.39,,,,
108.3,69.44,8.39,,,,
108.333333,69.97,8.39,,,,
108.366667,69.91,8.392,,,,
108.4,69.72,8.389,,,,
108.433333,69.64,8.391,,,,
108.466667,69.37,8.391,,,,
108.5,70,8.389,,,,
108.533333,69.81,8.388,,,,
108.566667,69.61,8.39,,,,
108.6,69.69,8.389,,,,
108.633333,69.74,8.388,,,,
108.666667,69.67,8.391,,,,
108.7,69.78,8.391,,,,
108.733333,69.91,8.391,,,,
108.766667,69.55,8.39,,,,
108.8,69.74,8.393,,,,
108.833333,69.71,8.389,,,,
108.866667,69.82,8.39,,,,
108.9,69.97,8.39,,,,
108.933333,69.62,8.389,,,,
108.966667,69.78,8.389,,,,
109,69.91,8.388,,,,
109.033333,69.43,8.387,,,,
109.066667,69.77,8.391,,,,
109.1,70.14,8.387,,,,
109.133333,69.6,8.391,,,,
109.166667,69.8,8.389,,,,
109.2,69.67,8.389,,,,
109.233333,69.75,8.389,,,,
109.266667,69.7,8.39,,,,
109.3,69.88,8.39,,,,
109.333333,69.82,8.388,,,,
109.366667,70,8.389,,,,
109.4,69.97,8.387,,,,
109.433333,69.68,8.388,,,,
109.466667,69.7,8.388,,,,
109.5,69.62,8.386,,,,
109.533333,69.43,8.39,,,,
109.566667,69.63,8.389,,,,
109.6,70.02,8.388,,,,
109.633333,69.99,8.388,,,,
109.666667,70.14,8.385,,,,
109.7,70.06,8.388,,,,
109.733333,69.59,8.388,,,,
109.766667,70.01,8.389,,,,
109.8,69.94,8.387,,,,
109.833333,69.8,8.387,,,,
109.866667,69.67,8.387,,,,
109.9,69.64,8.386,,,,
109.933333,69.76,8.389,,,,
109.966667,69.85,8.387,,,,
110,69.94,8.387,,,,
110.033333,69.96,8.383,,,,
110.066667,69.98,8.385,,,,
110.1,69.69,8.386,,,,
110.133333,69.67,8.388,,,,
110.166667,69.91,8.387,,,,
110.2,70.02,8.387,,,,
110.233333,69.5,8.385,,,,
110.266667,69.73,8.386,,,,
110.3,69.9,8.386,,,,
110.333333,69.51,8.386,,,,
110.366667,70.03,8.386,,,,
110.4,69.74,8.387,,,,
110.433333,70.02,8.387,,,,
110.466667,69.72,8.387,,,,
110.5,69.98,8.385,,,,
110.533333,69.94,8.387,,,,
110.566667,69.93,8.385,,,,
110.6,70.05,8.385,,,,
110.633333,69.84,8.387,,,,
110.666667,70.01,8.387,,,,
110.7,70.25,8.384,,,,
110.733333,69.77,8.384,,,,
110.766667,69.85,8.385,,,,
110.8,70.09,8.384,,,,
110.833333,69.65,8.385,,,,
110.866667,70.06,8.386,,,,
110.9,69.96,8.388,,,,
110.933333,69.78,8.386,,,,
110.966667,69.74,8.386,,,,
111,69.82,8.385,,,,
111.033333,70.19,8.385,,,,
111.066667,69.71,8.384,,,,
111.1,69.98,8.385,,,,
111.133333,69.84,8.384,,,,
111.166667,69.82,8.386,,,,
111.2,69.79,8.387,,,,
111.233333,70.09,8.384,,,,
111.266667,69.92,8.385,,,,
111.3,69.62,8.385,,,,
111.333333,69.71,8.383,,,,
111.366667,69.94,8.383,,,,
111.4,69.96,8.386,,,,
111.433333,70.03,8.387,,,,
111.466667,70.08,8.385,,,,
111.5,69.67,8.386,,,,
111.533333,70.11,8.384,,,,
111.566667,69.62,8.386,,,,
111.6,69.94,8.384,,,,
111.633333,70.1,8.385,,,,
111.666667,70.11,8.384,,,,
111.7,69.7,8.385,,,,
111.733333,69.82,8.385,,,,
111.766667,69.77,8.383,,,,
111.8,69.5,8.383,,,,
111.833333,69.81,8.383,,,,
111.866667,69.68,8.383,,,,
111.9,69.95,8.385,,,,
111.933333,69.99,8.384,,,,
111.966667,69.75,8.383,,,,
112,69.81,8.384,,,,
112.033333,69.84,8.386,,,,
112.066667,69.99,8.384,,,,
112.1,69.81,8.381,,,,
112.133333,69.91,8.384,,,,
112.166667,69.87,8.384,,,,
112.2,70.19,8.384,,,,
112.233333,70,8.383,,,,
112.266667,69.99,8.383,,,,
112.3,70.14,8.381,,,,
112.333333,69.83,8.383,,,,
112.366667,69.72,8.384,,,,
112.4,69.96,8.385,,,,
112.433333,69.89,8.384,,,,
112.466667,69.74,8.383,,,,
112.5,69.8,8.383,,,,
112.533333,70.26,8.382,,,,
112.566667,69.98,8.383,,,,
112.6,69.94,8.381,,,,
112.633333,70,8.383,,,,
112.666667,69.72,8.384,,,,
112.7,69.67,8.382,,,,
112.733333,70.1,8.382,,,,
112.766667,70.05,8.386,,,,
112.8,70.06,8.385,,,,
112.833333,69.7,8.383,,,,
112.866667,69.78,8.382,,,,
112.9,70.04,8.383,,,,
112.933333,69.9,8.383,,,,
112.966667,69.93,8.381,,,,
113,69.44,8.381,,,,
113.033333,69.56,8.382,,,,
113.066667,69.68,8.384,,,,
113.1,69.97,8.382,,,,
113.133333,69.89,8.384,,,,
113.166667,69.68,8.381,,,,
113.2,69.84,8.38,,,,
113.233333,69.75,8.38,,,,
113.266667,70.05,8.382,,,,
113.3,69.77,8.381,,,,
113.333333,69.78,8.381,,,,
113.366667,69.88,8.381,,,,
113.4,69.66,8.384,,,,
113.433333,69.62,8.379,,,,
113.466667,69.8,8.381,,,,
113.5,69.81,8.383,,,,
113.533333,69.97,8.383,,,,
113.566667,69.38,8.381,,,,
113.6,69.79,8.382,,,,
113.633333,69.94,8.381,,,,
113.666667,70.01,8.381,,,,
113.7,70.23,8.381,,,,
113.733333,69.83,8.385,,,,
113.766667,69.92,8.38,,,,
113.8,69.95,8.381,,,,
